Time;Temp Winding;Mvar;MW
22/01/2025 03.07;53,08913422;-0,109866634;0,153060183
22/01/2025 03.08;53,04029465;-0,109866634;0,155644402
22/01/2025 03.09;53,06156921;-0,109866634;0,155644402
22/01/2025 03.10;53,0538826;-0,104381628;0,153087705
22/01/2025 03.11;53,04029465;-0,104518957;0,155644402
22/01/2025 03.12;53,04029465;-0,109866634;0,148954034
22/01/2025 03.13;53,02641678;-0,109866634;0,148981422
22/01/2025 03.14;53,00508881;-0,109866634;0,155644402
22/01/2025 03.15;53,04029465;-0,109866634;0,155644402
22/01/2025 03.16;52,97747803;-0,109866634;0,153307453
22/01/2025 03.17;52,99145508;-0,109866634;0,148862392
22/01/2025 03.18;52,99145508;-0,105917454;0,153215811
22/01/2025 03.19;52,99145508;-0,104619682;0,146488845
22/01/2025 03.20;52,9564476;-0,109866634;0,148844093
22/01/2025 03.21;52,95639801;-0,109866634;0,155644402
22/01/2025 03.22;52,92085266;-0,109866634;0,155644402
22/01/2025 03.23;52,99145508;-0,109866634;0,15347217
22/01/2025 03.24;52,95649338;-0,109866634;0,148697689
22/01/2025 03.25;52,94261551;-0,109866634;0,155644402
22/01/2025 03.26;52,92844391;-0,109866634;0,153481379
22/01/2025 03.27;52,90775299;-0,109866634;0,155644402
22/01/2025 03.28;52,89377594;-0,109866634;0,146488845
22/01/2025 03.29;52,92085266;-0,109866634;0,146488845
22/01/2025 03.30;52,89377594;-0,109866634;0,146488845
22/01/2025 03.31;52,89377594;-0,109866634;0,149512425
22/01/2025 03.32;52,90775299;-0,109866634;0,149411842
22/01/2025 03.33;52,8584671;-0,109866634;0,149457529
22/01/2025 03.34;52,89377594;-0,109866634;0,15277645
22/01/2025 03.35;52,90785217;-0,109866634;0,146488845
22/01/2025 03.36;52,85871887;-0,109866634;0,155644402
22/01/2025 03.37;52,88014221;-0,109866634;0,149338499
22/01/2025 03.38;52,83076477;-0,109866634;0,155644402
22/01/2025 03.39;52,84493637;-0,109866634;0,155644402
22/01/2025 03.40;52,80982971;-0,109866634;0,155644402
22/01/2025 03.41;52,84493637;-0,109866634;0,155644402
22/01/2025 03.42;52,81021881;-0,109866634;0,146488845
22/01/2025 03.43;52,7960968;-0,109866634;0,152867943
22/01/2025 03.44;52,7960968;-0,109866634;0,155644402
22/01/2025 03.45;52,7960968;-0,109866634;0,146488845
22/01/2025 03.46;52,76133347;-0,109866634;0,152927011
22/01/2025 03.47;52,7823143;-0,109866634;0,152986974
22/01/2025 03.48;52,74725723;-0,109866634;0,146488845
22/01/2025 03.49;52,78197479;-0,109866634;0,149091363
22/01/2025 03.50;52,74725723;-0,109866634;0,153005272
22/01/2025 03.51;52,76103973;-0,109866634;0,149155498
22/01/2025 03.52;52,74725723;-0,109866634;0,155644402
22/01/2025 03.53;52,74725723;-0,109866634;0,149091363
22/01/2025 03.54;52,73337555;-0,109866634;0,155644402
22/01/2025 03.55;52,71189499;-0,109866634;0,155644402
22/01/2025 03.56;52,69841385;-0,109866634;0,155644402
22/01/2025 03.57;52,75416565;-0,109866634;0,155644402
22/01/2025 03.58;52,69841385;-0,109866634;0,155644402
22/01/2025 03.59;52,6848259;-0,109866634;0,155644402
22/01/2025 04.00;52,69841385;-0,109866634;0,146488845
22/01/2025 04.01;52,69841385;-0,109866634;0,153188422
22/01/2025 04.02;52,64957428;-0,109866634;0,15327993
22/01/2025 04.03;52,66320801;-0,109866634;0,155644402
22/01/2025 04.04;52,68424225;-0,109866634;0,148789197
22/01/2025 04.05;52,67045975;-0,105967112;0,153307453
22/01/2025 04.06;52,64957428;-0,109866634;0,148871616
22/01/2025 04.07;52,67133713;-0,109866634;0,155644402
22/01/2025 04.08;52,63549805;-0,109866634;0,153325751
22/01/2025 04.09;52,6145668;-0,109866634;0,155644402
22/01/2025 04.10;52,60073471;-0,109866634;0,155644402
22/01/2025 04.11;52,61427307;-0,109866634;0,155644402
22/01/2025 04.12;52,61481094;-0,109866634;0,148661077
22/01/2025 04.13;52,56577301;-0,109866634;0,146488845
22/01/2025 04.14;52,58710098;-0,109866634;0,155644402
22/01/2025 04.15;52,58729553;-0,109866634;0,155644402
22/01/2025 04.16;52,56587219;-0,109866634;0,155644402
22/01/2025 04.17;52,56562805;-0,109866634;0,152547479
22/01/2025 04.18;52,55189514;-0,109866634;0,152648196
22/01/2025 04.19;52,53781891;-0,109866634;0,149530739
22/01/2025 04.20;52,50305557;-0,109866634;0,155644402
22/01/2025 04.21;52,48922348;-0,109866634;0,146488845
22/01/2025 04.22;52,50305557;-0,109866634;0,149475828
22/01/2025 04.23;52,47470856;-0,109866634;0,155644402
22/01/2025 04.24;52,55189514;-0,109866634;0,155644402
22/01/2025 04.25;52,50305557;-0,109866634;0,155644402
22/01/2025 04.26;52,46775436;-0,109866634;0,155644402
22/01/2025 04.27;52,50305557;-0,109866634;0,146488845
22/01/2025 04.28;52,454216;-0,109866634;0,155644402
22/01/2025 04.29;52,50305557;-0,109866634;0,152794749
22/01/2025 04.30;52,454216;-0,104198612;0,155644402
22/01/2025 04.31;52,41959763;-0,109866634;0,152913779
22/01/2025 04.32;52,454216;-0,106260069;0,149118751
22/01/2025 04.33;52,454216;-0,10630589;0,155644402
22/01/2025 04.34;52,40537643;-0,109866634;0,152932078
22/01/2025 04.35;52,44009399;-0,109866634;0,155644402
22/01/2025 04.36;52,454216;-0,109866634;0,155644402
22/01/2025 04.37;52,44058228;-0,109866634;0,155644402
22/01/2025 04.38;52,40537643;-0,109866634;0,146488845
22/01/2025 04.39;52,39144897;-0,109866634;0,149118751
22/01/2025 04.40;52,40537643;-0,109866634;0,153124303
22/01/2025 04.41;52,35653687;-0,109866634;0,146488845
22/01/2025 04.42;52,35653687;-0,109866634;0,155644402
22/01/2025 04.43;52,35653687;-0,109866634;0,1531609
22/01/2025 04.44;52,35653687;-0,109866634;0,149027243
22/01/2025 04.45;52,35653687;-0,109866634;0,155644402
22/01/2025 04.46;52,32172012;-0,109866634;0,148954034
22/01/2025 04.47;52,34270477;-0,109866634;0,155644402
22/01/2025 04.48;52,32128143;-0,109866634;0,148908213
22/01/2025 04.49;52,30769348;-0,109866634;0,155644402
22/01/2025 04.50;52,27278137;-0,109866634;0,155644402
22/01/2025 04.51;52,25885391;-0,109866634;0,155644402
22/01/2025 04.52;52,27248764;-0,109866634;0,155644402
22/01/2025 04.53;52,25253296;-0,109866634;0,155644402
22/01/2025 04.54;52,24482727;-0,109866634;0,153298229
22/01/2025 04.55;52,27258682;-0,109866634;0,155644402
22/01/2025 04.56;52,25885391;-0,109866634;0,148770884
22/01/2025 04.57;52,22409058;-0,109866634;0,146488845
22/01/2025 04.58;52,21001434;-0,109866634;0,155644402
22/01/2025 04.59;52,27248764;-0,109866634;0,153380662
22/01/2025 05.00;52,22418594;-0,109866634;0,155644402
22/01/2025 05.01;52,2242012;-0,109866634;0,15277645
22/01/2025 05.02;52,17515182;-0,109866634;0,149402618
22/01/2025 05.03;52,19628143;-0,109866634;0,155644402
22/01/2025 05.04;52,1882515;-0,109866634;0,155644402
22/01/2025 05.05;52,17525101;-0,109866634;0,155644402
22/01/2025 05.06;52,17500687;-0,109866634;0,155644402
22/01/2025 05.07;52,14754105;-0,109866634;0,155644402
22/01/2025 05.08;52,16117477;-0,109866634;0,155644402
22/01/2025 05.09;52,17510223;-0,109866634;0,146488845
22/01/2025 05.10;52,16117477;-0,109866634;0,152968675
22/01/2025 05.11;52,16117477;-0,109866634;0,155644402
22/01/2025 05.12;52,12577438;-0,109866634;0,155644402
22/01/2025 05.13;52,12631226;-0,109866634;0,149298221
22/01/2025 05.14;52,11233521;-0,109866634;0,149292812
22/01/2025 05.15;52,12587357;-0,109866634;0,155644402
22/01/2025 05.16;52,09825897;-0,109866634;0,149237782
22/01/2025 05.17;52,04241562;-0,109866634;0,149274379
22/01/2025 05.18;52,06349564;-0,106412016;0,149173796
22/01/2025 05.19;52,06349564;-0,109866634;0,149210393
22/01/2025 05.20;52,0843811;-0,109866634;0,152877167
22/01/2025 05.21;52,02863312;-0,109866634;0,155644402
22/01/2025 05.22;52,06349564;-0,109866634;0,149155498
22/01/2025 05.23;51,99289322;-0,109866634;0,146488845
22/01/2025 05.24;52,0287323;-0,109866634;0,149100453
22/01/2025 05.25;52,06349564;-0,109866634;0,155644402
22/01/2025 05.26;52,02828979;-0,108066879;0,149036467
22/01/2025 05.27;52,01465607;-0,109866634;0,149082154
22/01/2025 05.28;52,03612137;-0,109866634;0,155644402
22/01/2025 05.29;52,01465607;-0,109866634;0,153115228
22/01/2025 05.30;51,97925568;-0,109866634;0,155644402
22/01/2025 05.31;51,91697311;-0,109866634;0,155644402
22/01/2025 05.32;51,99367142;-0,109866634;0,155644402
22/01/2025 05.33;51,97945023;-0,109866634;0,155644402
22/01/2025 05.34;51,89501572;-0,109866634;0,155644402
22/01/2025 05.35;51,98660278;-0,109866634;0,155644402
22/01/2025 05.36;51,91697311;-0,109866634;0,155644402
22/01/2025 05.37;51,88167191;-0,109866634;0,155644402
22/01/2025 05.38;51,93766403;-0,109866634;0,155644402
22/01/2025 05.39;51,91697311;-0,109866634;0,153289154
22/01/2025 05.40;51,89540482;-0,109866634;0,155644402
22/01/2025 05.41;51,88186646;-0,109866634;0,155644402
22/01/2025 05.42;51,90348434;-0,115076989;0,146488845
22/01/2025 05.43;51,86813354;-0,109866634;0,155644402
22/01/2025 05.44;51,86813354;-0,109866634;0,155644402
22/01/2025 05.45;51,86813354;-0,109866634;0,155644402
22/01/2025 05.46;51,84754181;-0,109866634;0,15347217
22/01/2025 05.47;51,86813354;-0,109866634;0,155644402
22/01/2025 05.48;51,86813354;-0,109866634;0,152538389
22/01/2025 05.49;51,85469437;-0,109866634;0,155644402
22/01/2025 05.50;51,85414124;-0,109866634;0,155644402
22/01/2025 05.51;51,81929398;-0,109866634;0,149549171
22/01/2025 05.52;51,77045441;-0,109866634;0,152639732
22/01/2025 05.53;51,81929398;-0,109866634;0,146488845
22/01/2025 05.54;51,81929398;-0,109866634;0,1525933
22/01/2025 05.55;51,81929398;-0,109866634;0,152703106
22/01/2025 05.56;51,77045441;-0,109866634;0,149475828
22/01/2025 05.57;51,7563324;-0,109866634;0,155644402
22/01/2025 05.58;51,73549271;-0,109866634;0,146488845
22/01/2025 05.59;51,77045441;-0,109866634;0,155644402
22/01/2025 06.00;51,75701523;-0,109866634;0,155644402
22/01/2025 06.01;51,77045441;-0,109866634;0,155644402
22/01/2025 06.02;51,69366074;-0,109866634;0,152877167
22/01/2025 06.03;51,72161484;-0,109866634;0,149292812
22/01/2025 06.04;51,70807648;-0,109866634;0,152932078
22/01/2025 06.05;51,72161484;-0,109866634;0,155644402
22/01/2025 06.06;51,72161484;-0,109866634;0,155644402
22/01/2025 06.07;51,70798111;-0,109866634;0,149182871
22/01/2025 06.08;51,67277527;-0,109866634;0,152913779
22/01/2025 06.09;51,70763779;-0,109866634;0,155644402
22/01/2025 06.10;51,63766861;-0,109866634;0,155644402
22/01/2025 06.11;51,70808411;-0,109866634;0,155644402
22/01/2025 06.12;51,6239357;-0,109866634;0,155644402
22/01/2025 06.13;51,63796234;-0,109866634;0,155644402
22/01/2025 06.14;51,58892822;-0,109866634;0,146488845
22/01/2025 06.15;51,6239357;-0,109866634;0,149045542
22/01/2025 06.16;51,6239357;-0,109866634;0,155644402
22/01/2025 06.17;51,58902359;-0,109866634;0,153151825
22/01/2025 06.18;51,58882904;-0,109866634;0,153106004
22/01/2025 06.19;51,6239357;-0,109866634;0,155644402
22/01/2025 06.20;51,58912277;-0,109866634;0,155644402
22/01/2025 06.21;51,56087494;-0,109866634;0,155644402
22/01/2025 06.22;51,56116486;-0,109866634;0,148835018
22/01/2025 06.23;51,54003525;-0,106012933;0,155644402
22/01/2025 06.24;51,54811859;-0,109866634;0,155644402
22/01/2025 06.25;51,52625275;-0,109866634;0,153316543
22/01/2025 06.26;51,54008484;-0,109866634;0,146488845
22/01/2025 06.27;51,49100113;-0,109866634;0,155644402
22/01/2025 06.28;51,52625275;-0,109866634;0,155644402
22/01/2025 06.29;51,49839783;-0,109866634;0,155644402
22/01/2025 06.30;51,47741318;-0,109866634;0,155644402
22/01/2025 06.31;51,47741318;-0,109866634;0,155644402
22/01/2025 06.32;51,42857361;-0,109866634;0,155644402
22/01/2025 06.33;51,51226044;-0,109866634;0,155644402
22/01/2025 06.34;51,47741318;-0,109866634;0,155644402
22/01/2025 06.35;51,46387482;-0,109866634;0,155644402
22/01/2025 06.36;51,51216507;-0,109866634;0,155644402
22/01/2025 06.37;51,41469574;-0,109866634;0,155644402
22/01/2025 06.38;51,47741318;-0,109866634;0,155644402
22/01/2025 06.39;51,44903946;-0,109866634;0,155644402
22/01/2025 06.40;51,46343613;-0,109866634;0,152730629
22/01/2025 06.41;51,46347046;-0,109866634;0,155644402
22/01/2025 06.42;51,4148407;-0,109866634;0,149347663
22/01/2025 06.43;51,35787201;-0,109866634;0,152785525
22/01/2025 06.44;51,37973404;-0,109866634;0,155644402
22/01/2025 06.45;51,39356613;-0,109866634;0,149283603
22/01/2025 06.46;51,34448242;-0,109866634;0,155644402
22/01/2025 06.47;51,33089447;-0,109866634;0,155644402
22/01/2025 06.48;51,2820549;-0,109866634;0,155644402
22/01/2025 06.49;51,34459305;-0,109866634;0,149311125
22/01/2025 06.50;51,37973404;-0,109866634;0,146488845
22/01/2025 06.51;51,30913162;-0,109866634;0,155644402
22/01/2025 06.52;51,33089447;-0,109866634;0,153041884
22/01/2025 06.53;51,29593277;-0,115433924;0,152996197
22/01/2025 06.54;51,2820549;-0,113418154;0,155644402
22/01/2025 06.55;51,2820549;-0,109866634;0,146488845
22/01/2025 06.56;51,2820549;-0,109866634;0,155644402
22/01/2025 06.57;51,2958374;-0,109866634;0,155644402
22/01/2025 06.58;51,2820549;-0,109866634;0,149054766
22/01/2025 06.59;51,26797867;-0,109866634;0,155644402
22/01/2025 07.00;51,26817703;-0,109866634;0,155644402
22/01/2025 07.01;51,23321533;-0,109866634;0,153151825
22/01/2025 07.02;51,24694824;-0,109866634;0,14888069
22/01/2025 07.03;51,25497818;-0,109866634;0,148919851
22/01/2025 07.04;51,1984024;-0,109866634;0,155644402
22/01/2025 07.05;51,23321533;-0,109866634;0,146488845
22/01/2025 07.06;51,18437576;-0,109866634;0,155644402
22/01/2025 07.07;51,19854736;-0,109866634;0,155644402
22/01/2025 07.08;51,23321533;-0,109866634;0,148844093
22/01/2025 07.09;51,14926529;-0,109866634;0,155644402
22/01/2025 07.10;51,11357498;-0,109866634;0,146488845
22/01/2025 07.11;51,14907074;-0,109866634;0,155644402
22/01/2025 07.12;51,1562233;-0,109866634;0,146488845
22/01/2025 07.13;51,18437576;-0,109866634;0,148715988
22/01/2025 07.14;51,15720367;-0,109866634;0,155644402
22/01/2025 07.15;51,14946747;-0,109866634;0,15347217
22/01/2025 07.16;51,13553238;-0,109866634;0,155644402
22/01/2025 07.17;51,13553238;-0,109866634;0,155644402
22/01/2025 07.18;51,13553238;-0,109866634;0,146488845
22/01/2025 07.19;51,10738373;-0,109866634;0,148679391
22/01/2025 07.20;51,08669281;-0,109866634;0,155644402
22/01/2025 07.21;51,05168533;-0,109866634;0,149008945
22/01/2025 07.22;51,10028076;-0,109866634;0,146488845
22/01/2025 07.23;51,05197525;-0,113656208;0,153197512
22/01/2025 07.24;51,07276535;-0,109866634;0,155644402
22/01/2025 07.25;51,05158615;-0,109866634;0,148889914
22/01/2025 07.26;51,03785324;-0,109866634;0,155644402
22/01/2025 07.27;51,08669281;-0,109866634;0,155644402
22/01/2025 07.28;51,00284576;-0,109866634;0,155644402
22/01/2025 07.29;51,03785324;-0,109866634;0,155644402
22/01/2025 07.30;51,02373123;-0,109866634;0,155644402
22/01/2025 07.31;50,96852112;-0,109866634;0,152922854
22/01/2025 07.32;51,00295639;-0,109866634;0,149265304
22/01/2025 07.33;50,98901367;-0,109866634;0,152968675
22/01/2025 07.34;50,92668533;-0,109866634;0,149192095
22/01/2025 07.35;50,9401741;-0,109866634;0,155644402
22/01/2025 07.36;50,98901367;-0,109866634;0,146488845
22/01/2025 07.37;50,9401741;-0,109866634;0,155644402
22/01/2025 07.38;50,96066666;-0,109866634;0,155644402
22/01/2025 07.39;50,9401741;-0,109866634;0,155644402
22/01/2025 07.40;50,9401741;-0,109866634;0,155644402
22/01/2025 07.41;50,9401741;-0,109866634;0,149008945
22/01/2025 07.42;50,89133453;-0,109866634;0,153069407
22/01/2025 07.43;50,89133453;-0,109866634;0,155644402
22/01/2025 07.44;50,85632706;-0,109866634;0,155644402
22/01/2025 07.45;50,86966705;-0,109866634;0,155644402
22/01/2025 07.46;50,87093735;-0,109866634;0,155644402
22/01/2025 07.47;50,84249496;-0,109866634;0,155644402
22/01/2025 07.48;50,84249496;-0,109866634;0,153261632
22/01/2025 07.49;50,91319656;-0,109866634;0,155644402
22/01/2025 07.50;50,84249496;-0,109866634;0,155644402
22/01/2025 07.51;50,80764771;-0,115113586;0,155644402
22/01/2025 07.52;50,86376953;-0,109866634;0,155644402
22/01/2025 07.53;50,84249496;-0,109866634;0,155644402
22/01/2025 07.54;50,8077774;-0,109866634;0,155644402
22/01/2025 07.55;50,84249496;-0,109866634;0,155644402
22/01/2025 07.56;50,74481201;-0,109866634;0,155644402
22/01/2025 07.57;50,82827377;-0,109866634;0,155644402
22/01/2025 07.58;50,77967834;-0,109866634;0,153453857
22/01/2025 07.59;50,8074379;-0,109866634;0,153417259
22/01/2025 08.00;50,76648331;-0,109866634;0,148770884
22/01/2025 08.01;50,70956039;-0,109866634;0,155644402
22/01/2025 08.02;50,7936554;0,841281891;0,148651868
22/01/2025 08.03;51,11455154;0,961333036;0,155644402
22/01/2025 08.04;51,2820549;-3,196439505;6,147600651
22/01/2025 08.05;51,44226837;3,207314968;76,20624542
22/01/2025 08.06;51,63796234;6,288663387;126,6893463
22/01/2025 08.07;52,30363464;8,177085876;141,1623535
22/01/2025 08.08;53,23565674;9,961525917;145,7355347
22/01/2025 08.09;54,45665741;10,11675739;160,931366
22/01/2025 08.10;55,78926468;6,881397247;128,9682312
22/01/2025 08.11;57,09402084;7,510793686;122,3379898
22/01/2025 08.12;58,14122772;9,241357803;139,2727509
22/01/2025 08.13;59,0130043;10,64856815;148,1150055
22/01/2025 08.14;59,9407196;11,09823799;148,9159241
22/01/2025 08.15;61,00122452;10,2772274;140,5656738
22/01/2025 08.16;61,9156456;6,996777534;122,4510651
22/01/2025 08.17;62,56410599;9,890315056;122,1883469
22/01/2025 08.18;63,10134506;12,60318375;144,6547394
22/01/2025 08.19;63,57611084;8,758595467;129,3576965
22/01/2025 08.20;64,12698364;9,067221642;136,4212646
22/01/2025 08.21;64,60116577;10,64925766;150,3756714
22/01/2025 08.22;65,15953827;9,475156784;144,2505035
22/01/2025 08.23;65,72492218;10,31802082;126,038887
22/01/2025 08.24;66,1158905;12,06136703;133,2174377
22/01/2025 08.25;66,37362671;11,11730671;146,2234192
22/01/2025 08.26;66,78543091;10,07868004;147,702301
22/01/2025 08.27;67,20391083;12,87586403;137,2612457
22/01/2025 08.28;67,59462738;10,31763363;132,4063416
22/01/2025 08.29;67,83126068;12,23518848;128,9575348
22/01/2025 08.30;68,02045441;11,42376709;139,447464
22/01/2025 08.31;68,19441986;11,36025333;125,7940826
22/01/2025 08.32;68,37095642;15,42202854;144,9854431
22/01/2025 08.33;68,45972443;14,20946407;150,9135895
22/01/2025 08.34;68,75291443;14,2326107;150,0898895
22/01/2025 08.35;69,1086731;26,02010918;134,0863342
22/01/2025 08.36;69,45055389;24,63486862;129,5073547
22/01/2025 08.37;69,65296173;23,01179504;128,6221313
22/01/2025 08.38;69,65959167;26,20381165;131,4249725
22/01/2025 08.39;69,74359131;25,29927254;141,7760468
22/01/2025 08.40;69,82724762;25,71703529;126,4952774
22/01/2025 08.41;69,89011383;24,05774307;137,6074066
22/01/2025 08.42;69,93894958;27,65586281;139,1766815
22/01/2025 08.43;70,02840424;28,91379356;157,9680786
22/01/2025 08.44;70,26014709;25,007658;146,1223297
22/01/2025 08.45;70,60163116;26,29662895;135,2680054
22/01/2025 08.46;70,85327911;26,37769127;127,8852539
22/01/2025 08.47;70,93771362;27,94189453;146,9573059
22/01/2025 08.48;71,02741241;23,24799728;139,614151
22/01/2025 08.49;71,20879364;24,18701935;134,5772705
22/01/2025 08.50;71,23587036;23,5184536;134,0276337
22/01/2025 08.51;71,34172821;25,1463871;128,7016144
22/01/2025 08.52;71,29235077;26,01368904;127,7475967
22/01/2025 08.53;71,18770599;25,14665413;131,5128784
22/01/2025 08.54;71,15995026;24,91661263;133,9014435
22/01/2025 08.55;71,08267212;27,16544914;146,5278168
22/01/2025 08.56;71,1111145;28,97503281;148,4993439
22/01/2025 08.57;71,26392365;28,60059929;148,8916931
22/01/2025 08.58;71,57785034;29,4433651;151,8122406
22/01/2025 08.59;71,85783386;25,966856;151,4041748
22/01/2025 09.00;72,11566925;27,34777069;149,4144897
22/01/2025 09.01;72,42979431;29,53582001;148,7021942
22/01/2025 09.02;72,63874054;26,83378983;142,8695984
22/01/2025 09.03;72,87567902;28,37558937;144,9339905
22/01/2025 09.04;72,93217468;26,26256752;129,9978333
22/01/2025 09.05;72,96703339;27,3771553;127,0638809
22/01/2025 09.06;72,85581207;29,30496597;141,2614899
22/01/2025 09.07;72,75759888;27,30815887;149,4716339
22/01/2025 09.08;72,79924011;25,95196152;129,8828125
22/01/2025 09.09;72,75808716;26,41810226;139,6864319
22/01/2025 09.10;72,65349579;27,14781952;148,7163391
22/01/2025 09.11;72,72283173;27,89293289;153,1893616
22/01/2025 09.12;72,90431976;27,70811272;155,9664459
22/01/2025 09.13;73,18966675;27,0476799;155,4866028
22/01/2025 09.14;73,46175385;26,54474258;153,828125
22/01/2025 09.15;73,71361542;28,13586426;152,6154633
22/01/2025 09.16;73,95761871;26,42595673;154,0121765
22/01/2025 09.17;74,27217865;27,2235775;154,0496521
22/01/2025 09.18;74,43223572;27,49090004;154,2664795
22/01/2025 09.19;74,67643738;27,55512238;154,5913391
22/01/2025 09.20;74,92063904;27,23900032;154,609314
22/01/2025 09.21;75,03190613;26,2689209;154,543335
22/01/2025 09.22;75,24839783;27,6970768;154,3461304
22/01/2025 09.23;75,44390106;27,33041954;154,0283051
22/01/2025 09.24;75,61218262;29,96923447;154,2173615
22/01/2025 09.25;75,75091553;30,43730354;154,5570831
22/01/2025 09.26;75,93219757;28,43867493;155,0411224
22/01/2025 09.27;76,02268219;27,90612411;153,3463593
22/01/2025 09.28;76,17688751;28,59329796;153,3279877
22/01/2025 09.29;76,25991058;29,02565765;153,41745
22/01/2025 09.30;76,35087585;29,81537056;154,072937
22/01/2025 09.31;76,38584137;28,47253036;154,1081543
22/01/2025 09.32;76,4482193;29,04475784;154,056839
22/01/2025 09.33;76,53235626;27,20349121;154,3020325
22/01/2025 09.34;76,67887878;28,94202805;154,9522247
22/01/2025 09.35;76,74134827;27,18084717;154,6398315
22/01/2025 09.36;76,75460052;27,73282242;154,0836945
22/01/2025 09.37;76,90910339;27,59464455;154,2557068
22/01/2025 09.38;76,86660004;29,18212318;156,5014038
22/01/2025 09.39;76,93661499;25,92690659;140,5087738
22/01/2025 09.40;76,93715668;25,77713013;154,8813477
22/01/2025 09.41;76,86016083;24,78655434;138,5264893
22/01/2025 09.42;76,76935577;25,74214172;133,782547
22/01/2025 09.43;76,55383301;25,32692719;132,0791779
22/01/2025 09.44;76,2881546;26,57086182;130,7740173
22/01/2025 09.45;75,9114151;26,49343872;129,8582306
22/01/2025 09.46;75,54805756;25,91936493;124,5764618
22/01/2025 09.47;75,12130737;27,53695297;126,2122955
22/01/2025 09.48;74,80888367;27,56736946;127,9570313
22/01/2025 09.49;74,37619781;28,17039871;129,1419525
22/01/2025 09.50;74,1391983;28,13524628;145,092392
22/01/2025 09.51;73,96590424;28,57880402;148,7014618
22/01/2025 09.52;73,87439728;29,48524666;149,1238403
22/01/2025 09.53;74,01365662;27,31786919;148,7148895
22/01/2025 09.54;74,12556458;31,61923981;149,8295898
22/01/2025 09.55;74,29189301;30,62608528;149,6769867
22/01/2025 09.56;74,33455658;30,09791946;149,6138153
22/01/2025 09.57;74,46734619;32,64842224;149,5870972
22/01/2025 09.58;74,72527313;28,30897331;148,8959351
22/01/2025 09.59;74,8229599;31,08710098;149,4824982
22/01/2025 10.00;74,9556427;30,67398834;149,9828644
22/01/2025 10.01;75,08100128;30,93035698;149,7715149
22/01/2025 10.02;75,17842102;31,24631882;146,2300262
22/01/2025 10.03;75,28311157;29,50531769;145,915451
22/01/2025 10.04;75,31135559;28,37099648;146,5363159
22/01/2025 10.05;75,33882141;30,44640732;147,8291321
22/01/2025 10.06;75,38717651;29,47225571;147,6183777
22/01/2025 10.07;75,42306519;31,24311066;148,9904327
22/01/2025 10.08;75,45787811;30,40557098;141,4247589
22/01/2025 10.09;75,50671387;30,61293793;154,4001465
22/01/2025 10.10;75,47200012;29,26680756;140,4399719
22/01/2025 10.11;75,55555725;29,79326248;134,906601
22/01/2025 10.12;75,47171021;26,81842804;145,8612976
22/01/2025 10.13;75,36019897;28,27440262;134,486618
22/01/2025 10.14;75,31135559;30,55721474;135,1811981
22/01/2025 10.15;75,06010437;28,85643005;146,5928192
22/01/2025 10.16;75,03968811;29,65413284;141,7046509
22/01/2025 10.17;74,99655151;32,1686554;148,7479706
22/01/2025 10.18;74,96947479;32,47399139;149,0736847
22/01/2025 10.19;75,04598236;31,39373207;143,7430115
22/01/2025 10.20;75,10236359;30,47757721;144,5522003
22/01/2025 10.21;75,15090942;32,92751312;154,112381
22/01/2025 10.22;75,16483307;30,92945862;149,3476715
22/01/2025 10.23;75,31973267;31,4909935;135,8877106
22/01/2025 10.24;75,26251984;30,50716972;134,6286926
22/01/2025 10.25;75,17131805;32,18637466;145,2580261
22/01/2025 10.26;75,10731506;29,76839828;147,5332184
22/01/2025 10.27;75,14424133;30,74342346;137,828476
22/01/2025 10.28;75,06715393;29,45376778;136,6807404
22/01/2025 10.29;74,98316193;30,53640366;135,2134705
22/01/2025 10.30;74,87179565;30,21323967;133,8313141
22/01/2025 10.31;74,72527313;32,09708023;134,2838593
22/01/2025 10.32;74,56521606;29,9644928;135,1903076
22/01/2025 10.33;74,43223572;29,24260521;134,768158
22/01/2025 10.34;74,23687744;29,7795639;134,3377991
22/01/2025 10.35;74,07672119;30,66350937;134,5215912
22/01/2025 10.36;73,97923279;29,08368492;134,7291107
22/01/2025 10.37;73,84615326;29,88651466;134,8355408
22/01/2025 10.38;73,72720337;29,36072922;134,9736176
22/01/2025 10.39;73,68609619;30,36577225;134,6960754
22/01/2025 10.40;73,53242493;30,16143227;134,5537109
22/01/2025 10.41;73,42062378;28,95592499;134,1013489
22/01/2025 10.42;73,39281464;30,94551659;135,1661072
22/01/2025 10.43;73,29532623;31,43881226;135,1295929
22/01/2025 10.44;73,26007843;31,11519241;144,1983337
22/01/2025 10.45;73,29499054;32,67062378;139,8942108
22/01/2025 10.46;73,30891418;31,22571373;133,6454315
22/01/2025 10.47;73,32313538;26,54804993;132,824707
22/01/2025 10.48;73,27388;30,41157913;132,1937408
22/01/2025 10.49;73,19744873;30,73482323;146,4261932
22/01/2025 10.50;73,14073181;29,56690788;143,6780853
22/01/2025 10.51;73,30891418;29,13136292;141,7465057
22/01/2025 10.52;73,45543671;30,42016602;142,5596161
22/01/2025 10.53;73,60974121;29,95357895;141,6763
22/01/2025 10.54;73,65079498;30,93076515;140,330246
22/01/2025 10.55;73,73449707;28,75895309;140,3512268
22/01/2025 10.56;73,72090912;28,78699684;141,8487396
22/01/2025 10.57;73,78377533;28,84458351;144,0709229
22/01/2025 10.58;73,84615326;27,48599625;143,3158569
